,Laptop_ID,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Weight IN KG
156,156,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,IntelHDGraphics620,Windows 10,1.74,33513.12,1.74
157,157,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.1,70063.2,1.1
158,158,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.56,55890.72,1.56
159,159,Toshiba,Notebook,15.6,1366x768,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,IntelHDGraphics520,Windows 10,2.1,23816.16,2.1
160,160,Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMDRadeonR5M420,Windows 10,2.03,21471.84,2.03
161,161,Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,NvidiaGeForceMX150,Windows 10,3.0,42890.4,3.0
162,162,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMDRadeon520,Windows 10,2.13,38787.84,2.13
163,163,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,NvidiaGeForceGTX1050Ti,Windows 10,2.5,57489.12,2.5
164,164,Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,IntelHDGraphics500,Windows 10,2.1,18541.44,2.1
165,165,MSI,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,2.4,95850.72,2.4
166,166,Acer,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,IntelHDGraphics505,Windows 10,2.1,19367.8128,2.1
167,167,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,2.56,56502.9072,2.56
168,168,Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NvidiaGeForceMX150,Windows 10,3.0,45501.12,3.0
169,169,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,IntelUHDGraphics620,Windows 10,1.49,40173.12,1.49
170,170,Huawei,Ultrabook,13,IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.05,71874.72,1.05
171,171,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,2TB HDD,AMDRadeon520,Windows 10,2.71,37242.72,2.71
172,172,Lenovo,Notebook,15.6,1366x768,AMD A6-Series 9220 2.9GHz,4GB,500GB HDD,AMDRadeonR4Graphics,No OS,2.2,16463.52,2.2
173,173,Toshiba,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,IntelHDGraphics620,Windows 10,5.4,26053.92,5.4
174,174,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NvidiaGeForce930MX,Windows 10,2.5,49177.44,2.5
175,175,Dell,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,IntelHDGraphics620,Windows 10,2.3,24455.52,2.3
176,176,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,IntelHDGraphics520,Windows 10,2.1,23922.72,2.1
177,177,MSI,Gaming,18.4,Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,512GB SSD +  1TB HDD,NvidiaGTX980SLI,Windows 10,4.4,149130.72,4.4
178,178,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,AMDR17M-M1-70,Windows 10,1.9,43316.64,1.9
179,179,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.29,79866.72,1.29
180,180,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMDRadeon530,Linux,2.02,55890.72,2.02
181,181,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.23,74538.72,1.23
182,182,Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,IntelUHDGraphics620,Windows 10,1.4,98514.72,1.4
183,183,Toshiba,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD,IntelHDGraphics620,Windows 10,2.0,42251.04,2.0
184,184,Xiaomi,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NvidiaGeForceMX150,No OS,1.95,63882.72,1.95
185,185,Dell,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,NvidiaGeForce150MX,Windows 10,2.77,82530.72,2.77
186,186,Dell,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,NvidiaGeForceGTX1050,Windows 10,2.06,127712.16,2.06
187,187,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,NvidiaGeForceGTX1050,No OS,2.4,41505.12,2.4
188,188,Acer,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7Y54 1.2GHz,8GB,256GB SSD,IntelHDGraphics615,Windows 10,1.12,52693.92,1.12
189,189,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMDRadeon530,Windows 10,2.8,57808.8,2.8
190,,,,,,,,,,,,,
191,191,Vero,Notebook,14,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB Flash Storage,IntelHDGraphics500,Windows 10,1.3,13852.8,1.3
192,192,Xiaomi,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,NvidiaGeForceMX150,No OS,1.3,53274.672,1.3
193,193,Lenovo,Notebook,17.3,1600x900,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,NvidiaGeForceMX150,No OS,2.8,37189.44,2.8
194,194,Dell,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,IntelUHDGraphics620,Windows 10,1.62,44701.92,1.62
195,195,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,NvidiaGeForce930MX,Windows 10,2.5,48697.92,2.5
196,196,Razer,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9GHz,32GB,1TB SSD,NvidiaGeForceGTX1080,Windows 10,3.49,324954.72,3.49
197,197,HP,Notebook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,512GB SSD,IntelUHDGraphics620,Windows 10,1.49,51095.52,1.49
198,198,HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,3.35,73473.12,3.35
199,199,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NvidiaGeForce930MX,Windows 10,2.5,55677.6,2.5
200,200,Dell,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,2.65,98301.6,2.65
201,201,Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,IntelHDGraphics520,Windows 10,2.1,26267.04,2.1
202,202,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,NvidiaGeForce940MX,Windows 10,2.23,39533.76,2.23
203,203,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,3.2,93186.72,3.2
204,204,Dell,Workstation,15.6,4K Ultra HD 3840x2160,Intel Xeon E3-1505M V6 3GHz,16GB,256GB SSD +  1TB HDD,NvidiaQuadroM1200,Windows 10,2.8,162770.4,2.8
205,205,Lenovo,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,NvidiaGeForceGTX1060,No OS,2.4,74485.44,2.4
206,206,Dell,Notebook,15.6,Touchscreen 1366x768,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,IntelHDGraphics620,Windows 10,2.3,23389.92,2.3
207,207,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.21,103842.72,1.21
208,208,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,,77202.72,
209,,,,,,,,,,,,,
210,210,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,NvidiaGeForceGTX1050,Linux,2.4,41505.12,2.4
211,211,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1050,Windows 10,2.9,74964.96,2.9
212,212,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,500GB HDD,IntelHDGraphics520,No OS,2.1,18594.72,2.1
213,213,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,No OS,2.2,29250.72,2.2
214,214,Huawei,Ultrabook,13,IPS Panel Full HD 2160x1440,Intel Core i7 7500U 2.7GHz,8GB,512GB SSD,IntelHDGraphics620,Windows 10,1.05,79866.72,1.05
215,215,Dell,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMDRadeon530,Windows 10,1.4,49650.5664,1.4
216,216,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,NvidiaGeForceGTX940MX,No OS,2.8,31381.92,2.8
217,217,HP,Notebook,14,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NvidiaGeForce930MX,Windows 10,1.63,54931.68,1.63
218,218,Dell,Ultrabook,14,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.6,61218.72,1.6
219,219,Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,IntelUHDGraphics620,Windows 10,1.62,68145.12,1.62
220,220,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMDRadeon520,Linux,2.2,36089.208,2.2
221,221,Lenovo,2 in 1 Convertible,14,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.74,47898.72,1.74
222,222,Toshiba,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 10,1.2,72620.64,1.2
223,223,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,IntelUHDGraphics620,Windows 10,2.1,42304.32,2.1
224,224,Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,4.42,130873.7952,4.42
225,225,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,NvidiaGeForce940MX,Windows 10,2.2,44328.96,2.2
226,226,Dell,Notebook,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,1TB HDD,AMDRadeonR7M445,Windows 10,2.3,45768.0528,2.3
227,227,Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,NvidiaGeForce920MX,Windows 10,2.0,40972.32,2.0
228,228,Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD +  500GB HDD,NvidiaGeForceGTX950M,Windows 10,2.69,47472.48,2.69
229,229,HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMDFireProW4190M,Windows 10,1.9,67612.32,1.9
230,230,Asus,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4GB,1TB HDD,IntelHDGraphics620,Windows 10,2.37,21258.1872,2.37
231,231,HP,Notebook,15.6,1366x768,AMD E-Series 9000e 1.5GHz,4GB,500GB HDD,AMDRadeonR2,Windows 10,2.1,17582.4,2.1
232,232,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1060,Windows 10,3.2,79866.72,3.2
233,233,Dell,Notebook,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.6,45767.52,1.6
234,234,Acer,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,IntelHDGraphics520,Windows 10,1.6,36709.92,1.6
235,235,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMDRadeonR7M445,Linux,2.36,47898.72,2.36
236,236,Acer,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,IntelHDGraphics520,Linux,2.1,20779.2,2.1
237,237,Asus,Notebook,15.6,Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,4GB,128GB SSD +  1TB HDD,AMDRadeonR5M430,Windows 10,2.2,30636.0,2.2
238,238,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,32GB,512GB SSD +  1TB HDD,NvidiaGeForceGTX1080,Windows 10,4.7,207259.2,4.7
239,239,Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,NvidiaGeForceGTX1050,Windows 10,2.5,45074.88,2.5
240,240,Lenovo,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8GB,128GB SSD,IntelHDGraphics520,Windows 10,7.2,31381.92,7.2
241,241,Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForce150MX,Windows 10,2.1,61005.6,2.1
242,242,Asus,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX950M,No OS,2.69,47365.92,2.69
243,243,Dell,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,NvidiaGeForceGTX1050,Windows 10,2.56,46833.12,2.56
244,244,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics620,Windows 10,1.38,57489.12,1.38
245,245,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  2TB HDD,AMDRadeon530,Windows 10,2.2,52480.8,2.2
246,246,HP,Notebook,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,IntelHDGraphics620,Windows 10,2.04,29783.52,2.04
247,247,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD,NvidiaGeForceGTX1080,Windows 10,3.6,159786.72,3.6
248,248,HP,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,IntelUHDGraphics620,Windows 10,1.49,35964.0,1.49
249,249,Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 3.1GHz,8GB,512GB SSD,IntelIrisPlusGraphics650,macOS,1.37,108691.2,1.37
250,250,Dell,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,IntelUHDGraphics620,Windows 10,2.08,43636.32,2.08
251,251,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX980M,Windows 10,4.3,95850.72,4.3
252,252,Asus,Notebook,15.6,1366x768,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMDRadeonR5M420,Windows 10,1.68,24988.32,1.68
253,253,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,IntelUHDGraphics620,Windows 10,1.37,98514.72,1.37
254,254,Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,256GB SSD,NvidiaGeForceMX130,Windows 10,3.0,37402.56,3.0
255,255,Dell,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,1.41,50562.72,1.41
256,256,HP,Notebook,15.6,1366x768,AMD A6-Series A6-9220 2.5GHz,8GB,128GB SSD,AMDRadeonR4Graphics,Windows 10,1.91,23757.552,1.91
257,257,HP,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,1TB HDD,NvidiaGeForceMX150,Windows 10,2.9,56423.52,2.9
258,258,MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,4.14,133146.72,4.14
259,259,Lenovo,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,NvidiaGeForceGTX1050M,Windows 10,2.0,90522.72,2.0
260,260,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMDRadeon530,Windows 10,2.8,60845.76,2.8
261,261,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,IntelHDGraphics520,No OS,2.2,23656.32,2.2
262,262,HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,IntelHDGraphics620,Windows 10,2.1,38468.16,2.1
263,263,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,IntelHDGraphics620,Windows 10,2.18,35004.96,2.18
264,264,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMDRadeonR5M430,Windows 10,2.24,30103.2,2.24
265,265,Dell,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,2.67,42570.72,2.67
266,266,Asus,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD +  512GB SSD,IntelUHDGraphics620,Windows 10,4.1,79866.72,4.1
267,,,,,,,,,,,,,
268,268,HP,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,NvidiaGeForce930MX,Windows 10,2.5,54239.04,2.5
269,269,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,2.05,46886.4,2.05
270,270,Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.9GHz,8GB,512GB SSD,IntelIrisGraphics550,macOS,1.37,104370.192,1.37
271,271,Asus,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,16GB,256GB SSD +  1TB HDD,AMDRadeonRX580,Windows 10,3.2,82530.72,3.2
272,272,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMDRadeon520,Linux,2.14,39164.5296,2.14
273,273,Lenovo,2 in 1 Convertible,14,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,16GB,512GB SSD,IntelHDGraphics520,Windows 10,1.36,133146.72,1.36
274,274,Toshiba,Notebook,15.6,1366x768,Intel Core i7 6500U 2.5GHz,8GB,500GB HDD,NvidiaGeForce930M,Windows 10,2.2,43263.36,2.2
275,275,Dell,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,12GB,1TB HDD,IntelHDGraphics620,Windows 10,2.3,37992.3696,2.3
276,276,Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMDRadeon530,Linux,2.8,58554.72,2.8
277,277,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,NvidiaGeForceMX130,Windows 10,2.2,39693.6,2.2
278,278,Lenovo,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,4GB,1TB HDD,IntelHDGraphics520,Windows 10,2.8,26053.92,2.8
279,279,Lenovo,Notebook,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,2TB HDD,NvidiaGeForceMX150,No OS,2.8,45234.72,2.8
280,280,Lenovo,Notebook,17.3,1600x900,Intel Core i7 7500U 2.7GHz,6GB,128GB SSD +  1TB HDD,NvidiaGeForce940MX,Windows 10,2.8,45767.52,2.8
281,281,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,AMDRadeonR5M430,Linux,2.25,22803.84,2.25
282,282,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,NvidiaGeForceGTX1050,Windows 10,2.5,44169.12,2.5
283,283,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,IntelHDGraphics620,Windows 10,2.2,30849.12,2.2
284,284,Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,NvidiaGeForceMX150,Windows 10,3.0,50669.28,3.0
285,285,Acer,Notebook,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12GB,1TB HDD,IntelHDGraphics620,Windows 10,2.15,35111.52,2.15
286,286,Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,IntelHDGraphics630,Windows 10,1.95,58448.16,1.95
287,287,Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,NvidiaGeForce940MX,Windows 10,1.7,52054.56,1.7
288,288,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1050Ti,Windows 10,2.5,62817.12,2.5
289,289,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,NvidiaGeForce940MX,No OS,2.2,35112.0528,2.2
290,290,Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,2GB,16GB SSD,IntelHDGraphics,Chrome OS,2.19,10602.72,2.19
291,291,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,NvidiaGeForceGTX1050,Windows 10,3.0,63243.36,3.0
292,292,HP,Notebook,17.3,1600x900,Intel Core i3 6006U 2GHz,8GB,1TB HDD,IntelHDGraphics520,Windows 10,2.54,26053.92,2.54
293,293,Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,NvidiaGeForceGTX1050,Windows 10,2.0,97449.12,2.0
294,294,Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,IntelUHDGraphics620,Windows 10,2.05,39373.92,2.05
295,295,Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,NvidiaGeForceGTX1060,Windows 10,3.2,69210.72,3.2
296,296,Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,NvidiaGeForceGTX1050Ti,Linux,2.5,52161.12,2.5
297,297,Dell,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,16GB,256GB SSD,NvidiaQuadroM1200,Windows 10,3.42,153705.3408,3.42
298,298,Lenovo,Notebook,15.6,Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6GB,1TB HDD,AMDRadeonR5430,Windows 10,2.4,26586.72,2.4
299,299,Asus,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,NvidiaGeForce940MX,Windows 10,1.63,78215.04,1.63
300,300,Asus,Notebook,14,1366x768,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,IntelHDGraphics620,Windows 10,1.3,27119.52,1.3
301,301,Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,NvidiaGeForceGTX1070,Windows 10,2.9,113060.16,2.9
302,302,Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,NvidiaGeForceGTX940M,Windows 10,5.8,34578.72,5.8
303,303,Lenovo,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8GB,2TB HDD,NvidiaGeForce940MX,No OS,2.2,29250.72,2.2
304,304,Asus,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,NvidiaGeForceGTX1050Ti,Windows 10,2.5,67399.2,2.5
305,305,Lenovo,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,IntelHDGraphics505,No OS,2.2,19180.2672,2.2
